"vessel_names";"volume";"product";"group";"family";"start_date";"end_date";"origin";"destination"
"New England";84239;NA;"Blendings";"Light Ends";"2018-11-16";"2018-12-10";"Angola";"China"
"Maran Athena";84226;"crude";"crude/co";"Dirty";"2013-07-08";"2013-07-31";"Indonesia";"Bangladesh"
"Scf Baltica";89749;"crude";"crude/co";"Dirty";"2016-11-24";"2016-12-28";"Russian Federation";"Denmark"
"Victor 1";995425;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2018-05-09";"2018-06-05";"Brazil";"United States"
"Crude Centurion";126519;NA;"Gasoil/Diesel";"Middle Distillates";"2017-03-03";"2017-03-25";"United Arab Emirates";"China"
"Bw Lioness";500002;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2020-03-15";"2020-03-20";"Kuwait";"South Korea"
"Minerva Helen";486529;"FO";"Fuel Oils";"DPP";"2020-06-12";"2020-06-17";"Portugal";"India"
"Sti San Antonio";553019;"crude";"crude/co";"Dirty";"2018-01-02";NA;"Brazil";NA
"Towada";1705501;"crude";"crude/co";"Dirty";"2018-10-22";NA;"Russian Federation";NA
"Histria Giada";87736;"crude";"crude/co";"Dirty";"2019-09-03";"2019-10-01";"Saudi Arabia";"Belgium"
"S Tinos";138564;"FO";"Fuel Oils";"DPP";"2016-03-29";"2016-03-31";"Indonesia";"Japan"
"Oak Express";532268;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2015-11-08";"2015-11-16";"Saudi Arabia";"Taiwan"
"Emirates Peace";157830;"crude";"crude/co";"Dirty";"2015-10-30";"2015-11-04";"Mexico";"United States"
"Sti Carnaby";42695;NA;"crude/co";"Dirty";"2019-09-10";"2019-10-03";"United States";"France"
"New Voyage";326761;"Blending Comps";"Blendings";"Light Ends";"2018-02-16";"2018-02-20";"Australia";"Japan"
"Taurus Sun";75207;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2017-04-29";"2017-05-08";"Oman";"China"
"Agena";14806;"Jet";"Kero/Jet";"Middle Distillates";"2018-08-25";"2018-08-31";"South Korea";"Malaysia"
"Advantage Spring";1039410;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2019-09-27";NA;"Caribbean Netherlands";NA
"Bit Oktania";316780;"crude";"crude/co";"Dirty";"2019-06-24";NA;"France";NA
"Asia Dawn";599997;"crude";"crude/co";"Dirty";"2015-11-08";"2015-12-24";"United Arab Emirates";"United Arab Emirates"
"Dht Hawk";163572;"crude";"crude/co";"Dirty";"2019-06-18";"2019-06-24";"Nigeria";"Spain"
"Thun Lidkoping";42355;"crude";"crude/co";"Dirty";"2018-03-08";"2018-03-11";"United States";"United States"
"Celsius Palermo";167208;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2018-07-27";"2018-08-18";"Indonesia";"Thailand"
"Arctic Breeze";24807;"VGO";"Fuel Oils";"DPP";"2020-02-01";"2020-03-22";"Norway";"United Kingdom"
"Prestigious";346172;"crude";"crude/co";"Dirty";"2017-05-07";"2017-05-13";"Turkey";"Israel"
"Tokitsu Maru";210312;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2016-02-24";"2016-03-18";"United States";"Curacao"
"Cap Victor";113832;NA;"Gasoil/Diesel";"Middle Distillates";"2017-03-29";"2017-04-11";"Malaysia";"Singapore Republic"
"Polaris Stardom";215124;"crude";"crude/co";"Dirty";"2020-01-22";"2020-02-10";"Finland";"Latvia"
"New Tinos";262932;"Jet";"Kero/Jet";"Middle Distillates";"2020-04-09";"2020-05-01";"Netherlands";"Guinea"
"Desh Suraksha";33971;"crude";"crude/co";"Dirty";"2017-06-23";"2017-06-27";"South Korea";"Vietnam"
"Melati 7";343448;NA;"Gasoline/Naphtha";"Light Ends";"2016-03-19";"2016-04-01";"Australia";"Malaysia"
"Blackcomb Spirit";259989;"FO";"Fuel Oils";"DPP";"2019-12-26";"2019-12-27";"United States";"United States"
"Ncc Ghazal";207601;"crude";"crude/co";"Dirty";"2014-12-02";"2014-12-09";"Russian Federation";"United States"
"Krisjanis Valdemars";251466;"condensate";"crude/co";"Dirty";"2019-02-20";NA;"Canada";NA
"Bardon";64030;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2013-03-10";NA;"Malaysia";NA
"Brasil 2014";198462;"Jet";"Kero/Jet";"Middle Distillates";"2018-02-18";"2018-02-25";"Russian Federation";"Turkey"
"Bw Lara";542791;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2018-05-09";"2018-06-14";"Italy";"Ukraine"
"Leo";797038;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2017-09-15";"2017-09-27";"Finland";"Netherlands"
"Ridgebury John Zipser";591355;"VGO";"Fuel Oils";"DPP";"2013-12-11";"2013-12-16";"Trinidad and Tobago";"Peru"
"Niovi";283091;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2016-10-30";"2016-12-18";"Iran";"Iran"
"Ocean Winner";511141;"crude";"crude/co";"Dirty";"2020-05-31";"2020-06-16";"Turkey";"Bulgaria"
"Celsius Eagle";551723;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2014-02-07";"2014-02-15";"Norway";"United States"
"Elka Hercules";79188;"crude";"crude/co";"Dirty";"2017-08-28";"2017-09-18";"Russian Federation";"Italy"
"Seacross";198594;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2020-05-18";"2020-06-26";"Indonesia";"Indonesia"
"Mitake";72785;"crude";"crude/co";"Dirty";"2016-02-27";"2016-04-09";"United States";"Colombia"
"Surfer Rosa";701169;"Clean Condensate";"Blendings";"Light Ends";"2017-11-03";"2017-11-04";"Indonesia";"Indonesia"
"Madre De Deus";89818;NA;"Gasoline/Naphtha";"Light Ends";"2014-04-17";"2014-04-20";"United States";"Spain"
"Amazon Brilliance";120632;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2019-10-14";"2019-10-18";"Netherlands";"United Kingdom"
"Csc Progress";239396;"crude";"crude/co";"Dirty";"2019-10-14";"2019-10-17";"Russian Federation";"Lithuania"
"Sea Leopard";717598;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2020-04-04";"2020-04-27";"Netherlands";"Cuba"
"Thomas Zafiras";449004;NA;"Kero/Jet";"Middle Distillates";"2019-07-20";"2019-07-28";"United States";"Netherlands"
"New Karpathos";181656;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2019-05-16";"2019-05-22";"United Kingdom";"United Kingdom"
"Minerva Zoe";61237;"crude";"crude/co";"Dirty";"2013-09-13";"2013-10-05";"Russian Federation";"France"
"Shandong Wei He";261209;"FO";"Fuel Oils";"DPP";"2020-04-05";"2020-04-14";"Saudi Arabia";"Japan"
"Jag Prakash";227672;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2016-02-24";"2016-03-17";"Russian Federation";"Estonia"
"Nordlotus";147087;"FO";"Fuel Oils";"DPP";"2019-01-23";"2019-03-31";"Russian Federation";"Germany"
"Eagle Seville";368494;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2018-04-28";"2018-05-06";"United Arab Emirates";"Japan"
"Dht Bauhinia";848992;"crude";"crude/co";"Dirty";"2019-10-02";"2019-10-12";"United States";"Mexico"
"Gulf Horizon";2131384;"crude";"crude/co";"Dirty";"2019-02-06";"2019-02-13";"Saudi Arabia";"United States"
"Celsius Manhattan";22681;"crude";"crude/co";"Dirty";"2019-11-16";NA;"Qatar";NA
"Affron";279374;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2018-10-24";"2018-11-28";"Singapore Republic";"Malaysia"
"Cabo Virgenes";488177;"crude";"crude/co";"Dirty";"2019-08-11";"2019-08-27";"United Kingdom";"Netherlands"
"Yasa Golden Marmara";213142;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2017-12-18";"2017-12-22";"Nigeria";"India"
"Front Cascade";404000;"crude";"crude/co";"Dirty";"2015-11-16";"2015-11-22";"Saudi Arabia";"Saudi Arabia"
"Sven";279682;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2020-02-10";"2020-03-06";"Argentina";"Argentina"
"Maersk Pelican";500002;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2016-03-17";"2016-04-07";"South Korea";"Japan"
"Navion Gothenburg";157194;"crude";"crude/co";"Dirty";"2019-05-21";NA;"India";NA
"Ainazi";136885;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2018-04-10";"2018-05-05";"Russian Federation";"Lithuania"
"Lady Malou";252020;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2018-03-27";"2018-03-28";"United Arab Emirates";"Japan"
"Elandra Oak";1942268;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2018-04-10";"2018-05-17";"Singapore Republic";"Indonesia"
"Britannia";734398;"crude";"crude/co";"Dirty";"2019-07-03";"2019-07-26";"Netherlands";"Nigeria"
"Icaro";14869;"crude";"crude/co";"Dirty";"2020-06-13";"2020-07-26";"Venezuela";"India"
"Miss Marina";65998;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2020-03-27";"2020-04-27";"Bahamas";"United States"
"Orabella";436047;"crude";"crude/co";"Dirty";"2013-09-11";"2013-09-25";"Netherlands";"United Kingdom"
"Jag Lalit";343002;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2018-09-17";"2018-10-04";"Qatar";"South Korea"
"Ilma";258838;"crude";"crude/co";"Dirty";"2017-06-22";"2017-07-17";"Qatar";"Malaysia"
"Ephesos";147018;NA;"crude/co";"Dirty";"2019-09-30";"2019-10-16";"India";"Singapore Republic"
"Sea Icon";181756;"Blending Comps";"Blendings";"Light Ends";"2020-02-29";"2020-03-24";"Greece";"South Korea"
"Texas";202211;"crude";"crude/co";"Dirty";"2018-12-22";"2018-12-27";"China";"United Arab Emirates"
"Kitikmeot W";110474;"FO";"Fuel Oils";"DPP";"2020-01-30";"2020-01-31";"United States";"Honduras"
"Jasmine Knutsen";317308;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2020-02-28";"2020-03-12";"United States";"United States"
"Sti Solace";1972761;"crude";"crude/co";"Dirty";"2019-01-29";"2019-02-04";"Latvia";"United States"
"Trf Moss";109027;"FO";"Fuel Oils";"DPP";"2017-06-12";"2017-06-23";"India";"United States"
"Rio Apure";468672;"FO";"Fuel Oils";"DPP";"2016-08-30";"2016-09-13";"Brazil";"Brazil"
"Humanity";1012300;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2017-02-17";NA;"Spain";NA
"Long Hu San";152534;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2015-09-28";"2015-11-17";"United States";"Dominican Republic"
"Nord Pearl";154811;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2018-10-08";"2018-10-21";"Greece";"Greece"
"Al Nabila 5";501587;"crude";"crude/co";"Dirty";"2018-08-24";"2018-08-30";"Caribbean Netherlands";"United States"
"Chemtrans Sea";88271;"crude";"crude/co";"Dirty";"2017-11-02";"2017-11-04";"Russian Federation";"Slovenia"
"Caesar";140011;"FO";"Fuel Oils";"DPP";"2020-05-02";"2020-05-12";"United States";"Mexico"
"Cs Development";995960;"RFO";"Fuel Oils";"DPP";"2020-04-20";"2020-05-12";"Angola";"Indonesia"
"Advantage Atom";25813;NA;"Gasoil/Diesel";"Middle Distillates";"2019-07-02";"2019-07-30";"Equatorial Guinea";"Equatorial Guinea"
"Kriti Vigor";1028773;"crude";"crude/co";"Dirty";"2020-01-29";"2020-02-09";"Poland";"Belgium"
"Eliza";281418;"Clean Condensate";"Blendings";"Light Ends";"2019-10-31";"2019-11-17";"Russian Federation";"Greece"
"Delta Victory";24865;"crude";"crude/co";"Dirty";"2019-06-26";"2019-07-08";"Iraq";"China"
"Atlantic Canyon";192600;"RFO";"Fuel Oils";"DPP";"2019-12-03";"2020-01-30";"Brazil";"Brazil"
"Brasil 2014";315220;"FO";"Fuel Oils";"DPP";"2019-06-30";"2019-07-23";"Argentina";"Argentina"
"Tsurusaki";772728;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2016-11-30";"2016-12-08";"Kuwait";"United States"
"Torm Ragnhild";89969;"crude";"crude/co";"Dirty";"2014-07-03";"2014-07-11";"Latvia";"Egypt"
"Icaria";289677;"crude";"crude/co";"Dirty";"2019-05-17";"2019-06-14";"Russian Federation";"South Korea"
"Dragon Legend";334555;"crude";"crude/co";"Dirty";"2016-06-07";NA;"Iraq";NA
"Willowy";99624;"crude";"crude/co";"Dirty";"2016-12-23";"2017-01-12";"Canada";"Canada"
"Vinga";353493;"FO";"Fuel Oils";"DPP";"2020-01-23";"2020-02-12";"Russian Federation";"Italy"
"Ardmore Explorer";118795;"crude";"crude/co";"Dirty";"2017-10-06";"2017-10-10";"Mexico";"United States"
"Sks Skeena";706999;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2017-04-07";"2017-05-20";"Venezuela";"Aruba"
"Parthenon Ts";752091;"crude";"crude/co";"Dirty";"2015-03-17";"2015-03-30";"Egypt";"Italy"
"He Chi";56690;"crude";"crude/co";"Dirty";"2019-10-18";"2019-10-23";"Portugal";"United States"
"Torm Emilie";106524;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2018-12-12";"2019-01-05";"Greece";"Libya"
"Alangova";1032686;"FO";"Fuel Oils";"DPP";"2013-01-02";"2013-02-09";"Thailand";"China"
"Navion Hispania";66445;"Blending Comps";"Blendings";"Light Ends";"2015-09-18";"2015-10-28";"India";"Singapore Republic"
"Amazon Victory";51960;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2017-05-21";"2017-06-12";"United States";"Japan"
"Baghdad";493775;"crude";"crude/co";"Dirty";"2016-09-21";"2016-10-08";"Belgium";"United States"
"Ottoman Integrity";53406;"crude";"crude/co";"Dirty";"2013-04-21";"2013-06-18";"Brazil";"Brazil"
"Simone";379998;"crude";"crude/co";"Dirty";"2019-01-20";NA;"Qatar";NA
"Sloane Square";477069;NA;"Gasoline/Naphtha";"Light Ends";"2019-03-13";"2019-04-02";"Russian Federation";"China"
"Mazyonah";1065651;"crude";"crude/co";"Dirty";"2016-11-18";"2016-11-24";"Brazil";"Spain"
"Acadian";510235;"crude";"crude/co";"Dirty";"2018-07-15";"2018-08-26";"Russian Federation";"South Korea"
"Ncc Ghazal";74345;NA;"Gasoil/Diesel";"Middle Distillates";"2018-07-29";"2018-08-03";"Spain";"Spain"
"Falcon Express";1799999;"crude";"crude/co";"Dirty";"2019-01-13";"2019-01-15";"Russian Federation";"Sweden"
"Stribog";274927;"crude";"crude/co";"Dirty";"2020-05-11";"2020-05-20";"Italy";"Albania"
"Mare Tirrenum";317320;"crude";"crude/co";"Dirty";"2018-01-08";"2018-02-05";"United Arab Emirates";"South Korea"
"Cs Innovation";364525;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2019-10-23";"2019-11-19";"United States";"Mexico"
"Arita";1868054;NA;"Gasoil/Diesel";"Middle Distillates";"2020-04-26";NA;"Estonia";NA
"Sti Hammersmith";73150;"FO";"Fuel Oils";"DPP";"2013-09-06";"2013-09-28";"Russian Federation";"Netherlands"
"Al Nabila 5";30147;"FO";"Fuel Oils";"DPP";"2019-03-30";"2019-04-05";"Venezuela";"Italy"
"Challenge Phoenix";480057;NA;"crude/co";"Dirty";"2019-08-15";"2019-08-19";"Colombia";"United States"
"Lian Shun Hu";55312;"condensate";"crude/co";"Dirty";"2020-01-19";"2020-01-21";"United States";"Ecuador"
"Elka Angelique";36468;"crude";"crude/co";"Dirty";"2019-08-03";NA;"Saudi Arabia";NA
"Mariner A";395956;"crude";"crude/co";"Dirty";"2019-10-14";"2019-10-15";"Saudi Arabia";"Taiwan"
"Abulk";72861;"crude";"crude/co";"Dirty";"2017-12-01";"2017-12-13";"South Korea";"Taiwan"
"California";376174;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2020-07-18";"2020-07-19";"United States";"United States"
"Eagle Seville";198644;"crude";"crude/co";"Dirty";"2017-01-15";"2017-02-05";"Sweden";"Ireland"
"Victor Konetsky";761670;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2019-09-23";"2019-09-29";"Kuwait";"Japan"
"Jaham";475648;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2018-03-11";"2018-03-12";"United Kingdom";"Belgium"
"Maritime Riyal";29178;"crude";"crude/co";"Dirty";"2020-07-12";"2020-07-22";"Malta";"Ivory Coast"
"Meronas";500429;"RFO";"Fuel Oils";"DPP";"2018-04-17";"2018-05-02";"Trinidad and Tobago";"United States"
"Maersk Cancun";299998;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2019-09-30";"2019-10-20";"United Arab Emirates";"Kenya"
"Commodore";265518;"Jet";"Kero/Jet";"Middle Distillates";"2020-04-27";"2020-05-22";"Brazil";"Brazil"
"Ag Neptune";262932;"crude";"crude/co";"Dirty";"2020-06-29";"2020-07-14";"Brazil";"United States"
"Sand Shiner";820669;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2017-10-12";"2017-11-03";"Russian Federation";"France"
"White Trader";38808;"crude";"crude/co";"Dirty";"2014-01-23";"2014-02-16";"United Arab Emirates";"Netherlands"
"Elka Parana";52884;"FO";"Fuel Oils";"DPP";"2015-08-08";"2015-09-11";"Saudi Arabia";"Japan"
"Ncc Wafa";961240;"FO";"Fuel Oils";"DPP";"2017-04-04";"2017-04-12";"Lithuania";"Poland"
"Luctor";62438;"crude";"crude/co";"Dirty";"2017-12-09";NA;"Thailand";NA
"Chang Hang Feng Cai";232043;"crude";"crude/co";"Dirty";"2020-07-24";"2020-07-30";"Libya";"Italy"
"Georgia M";449998;"crude";"crude/co";"Dirty";"2018-11-28";"2018-12-19";"Indonesia";"Brazil"
"Torm Valborg";96441;NA;"Fuel Oils";"DPP";"2017-10-13";"2017-11-02";"United Kingdom";"Netherlands"
"Asprouda";164667;"Jet";"Kero/Jet";"Middle Distillates";"2015-09-17";"2015-09-24";"Egypt";"Italy"
"Stellar";172051;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2017-07-01";"2017-07-03";"Saudi Arabia";"Egypt"
"Nian Chi";553251;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2018-06-24";"2018-07-31";"Algeria";"United States Virgin Islands"
"C. Innovator";90340;"crude";"crude/co";"Dirty";"2018-05-06";"2018-05-10";"Canada";"United States"
"Nissos Delos";93812;NA;"crude/co";"Dirty";"2019-06-24";"2019-07-10";"Japan";"South Korea"
"Britannia";663581;"crude";"crude/co";"Dirty";"2020-04-21";"2020-05-12";"South Korea";"New Zealand"
"Sti Goal";400000;"crude";"crude/co";"Dirty";"2016-04-26";"2016-04-27";"Russian Federation";"France"
"Bastia";161679;"crude";"crude/co";"Dirty";"2019-01-23";NA;"Japan";NA
"Fairchem Aldebaran";268184;"crude";"crude/co";"Dirty";"2017-11-14";"2017-12-15";"Saudi Arabia";"United States"
"Dong-A Thetis";118544;"crude";"crude/co";"Dirty";"2016-07-19";"2016-07-21";"United Arab Emirates";"China"
"Suez George";757658;NA;"Fuel Oils";"DPP";"2019-09-30";"2019-11-21";"South Korea";"Japan"
"Shannen";60677;"crude";"crude/co";"Dirty";"2019-04-19";"2019-04-23";"Russian Federation";"Germany"
"Torm Sara";263587;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2017-07-29";"2017-08-21";"Singapore Republic";"Singapore Republic"
"Ise Princess";130727;"crude";"crude/co";"Dirty";"2016-07-05";"2016-07-11";"United States";"Mexico"
"Atlantic Harmony";500241;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2016-07-03";"2016-07-07";"Indonesia";"Indonesia"
"Sao Sebastiao";345417;"FO";"Fuel Oils";"DPP";"2019-08-11";"2019-08-22";"Russian Federation";"China"
"Overseas Nikiski";278462;"FO";"Fuel Oils";"DPP";"2015-07-17";"2015-07-24";"Malaysia";"Japan"
"Korsaro";550999;"Gasoil";"Gasoil/Diesel";"Middle Distillates";"2017-06-12";"2017-07-31";"Brazil";"Brazil"
"Yong Xing Zhou";1597662;"FO";"Fuel Oils";"DPP";"2016-12-25";"2016-12-29";"United Arab Emirates";"India"
"Elka Cosmos";61067;"crude";"crude/co";"Dirty";"2016-08-27";"2016-08-31";"United States";"Thailand"
"Sti Le Rocher";1062657;"crude";"crude/co";"Dirty";"2020-06-03";"2020-06-10";"Venezuela";"United States"
"Apnoia";270738;"crude";"crude/co";"Dirty";"2015-08-02";"2015-09-05";"United States";"Mexico"
"Oriental Rose";752984;"FO";"Fuel Oils";"DPP";"2019-02-04";"2019-02-07";"United Arab Emirates";"Singapore Republic"
"Sten Fjell";59099;"crude";"crude/co";"Dirty";"2019-03-27";"2019-05-27";"China";"China"
"Hellas Explorer";343002;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2019-03-18";"2019-03-30";"Nigeria";"Nigeria"
"Naviga";1075884;"crude";"crude/co";"Dirty";"2017-06-27";"2017-07-12";"Saudi Arabia";"Saudi Arabia"
"Sea Champion";476000;"condensate";"crude/co";"Dirty";"2018-08-08";"2018-08-12";"Malaysia";"India"
"Silver Ellie";231427;"crude";"crude/co";"Dirty";"2017-12-17";"2018-01-11";"Russian Federation";"Russian Federation"
"Yannis P.";34480;"condensate";"crude/co";"Dirty";"2014-07-28";NA;"United Kingdom";NA
"Gobina";89686;NA;"crude/co";"Dirty";"2013-04-30";"2013-05-24";"Brazil";"Brazil"
"Searanger";239113;NA;"Gasoline/Naphtha";"Light Ends";"2016-04-19";"2016-04-27";"Angola";"United States"
"Zin Trader";284815;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2019-06-06";"2019-06-19";"India";"India"
"Golden Sirius";356669;"FO";"Fuel Oils";"DPP";"2016-08-04";"2016-09-19";"United Arab Emirates";"Australia"
"Abu Dhabi-Iii";2002707;"Clean Condensate";"Blendings";"Light Ends";"2016-09-09";"2016-09-23";"Russian Federation";"Germany"
"Cabo San Antonio";215822;"crude";"crude/co";"Dirty";"2018-08-19";"2018-09-18";"Russian Federation";"Turkey"
"Silver Zoe";53664;NA;"Blendings";"Light Ends";"2019-11-25";"2019-11-30";"Canada";"United States"
"Maersk Adriatic";650001;"crude";"crude/co";"Dirty";"2018-11-20";"2019-01-04";"United Arab Emirates";"Taiwan"
"Nord Butterfly";31574;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2018-12-20";"2019-01-19";"Mexico";"United States"
"Hafnia Leo";1015464;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2019-07-12";"2019-08-02";"Indonesia";"Indonesia"
"San Felix";33845;"crude";"crude/co";"Dirty";"2016-07-18";"2016-08-24";"Nigeria";"Portugal"
"Asian Pioneer No. 2";280582;"FO";"Fuel Oils";"DPP";"2020-04-23";"2020-06-15";"United Arab Emirates";"India"
"Seaways Silvermar";2077209;"FO";"Fuel Oils";"DPP";"2019-09-27";"2019-09-28";"Brazil";"Chile"
"Jing Gang San";9673;"FO";"Fuel Oils";"DPP";"2016-12-15";"2017-01-03";"India";"United Arab Emirates"
"Maran Aquarius";240415;"crude";"crude/co";"Dirty";"2017-12-25";"2018-02-05";"Qatar";"Japan"
"Paramaconi";260020;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2016-06-12";"2016-07-03";"Russian Federation";"Germany"
"Eagle Kinarut";500002;"Gasoline";"Gasoline/Naphtha";"Light Ends";"2014-07-01";"2014-07-28";"Russian Federation";"France"
"Hong Ze Hu";12516;"VGO";"Fuel Oils";"DPP";"2013-08-30";"2013-09-12";"Singapore Republic";"United Arab Emirates"
"Torm Valborg";1437875;"crude";"crude/co";"Dirty";"2019-07-20";"2019-08-11";"United States";"Mexico"
"Hapon";950000;"Blending Comps";"Blendings";"Light Ends";"2017-05-08";"2017-05-12";"Saudi Arabia";"China"
"Eagle Paraiba";34455;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2020-07-24";"2020-08-11";"United Arab Emirates";"Thailand"
"Torm Gudrun";514783;"crude";"crude/co";"Dirty";"2018-12-28";"2019-01-20";"Saudi Arabia";"Japan"
"Mogra";755016;"crude";"crude/co";"Dirty";"2019-10-26";"2019-12-25";"United States";"Honduras"
"Baku";500002;"Diesel";"Gasoil/Diesel";"Middle Distillates";"2017-08-21";"2017-08-26";"Saudi Arabia";"Egypt"
"Irini";200632;"crude";"crude/co";"Dirty";"2014-10-15";"2014-11-21";"United States";"Mexico"
"Sti Seneca";420379;"crude";"crude/co";"Dirty";"2020-06-22";"2020-09-12";"Kuwait";"United States"
"Polar Cod";76238;"FO";"Fuel Oils";"DPP";"2014-06-04";"2014-06-18";"Russian Federation";"China"
"Euroglory";663581;"crude";"crude/co";"Dirty";"2020-05-21";"2020-06-26";"Malaysia";"China"
"Valfoglia";442010;NA;"Gasoil/Diesel";"Middle Distillates";"2020-05-18";"2020-05-24";"Norway";"Norway"
"Nissos Donoussa";314056;"VGO";"Fuel Oils";"DPP";"2018-07-03";"2018-07-03";"United States";"Mexico"
"Stena Progress";270738;"Naphtha";"Gasoline/Naphtha";"Light Ends";"2016-07-16";"2016-07-16";"India";"India"
